Nitrogen,Phosphorus,Potassium,pH,Moisture,Temperature,PlantType
7,23,35,7.054313823,88.71691157,19.75088482,pomegranate
12,20,39,6.026999326,86.19740917,19.86173586,pomegranate
4,19,43,5.779427402,93.14554876,18.07132963,pomegranate
3,9,45,6.535244251,89.61850203,23.89162561,pomegranate
1,27,36,5.684995235,93.34236582,23.98598756,pomegranate
23,30,44,6.12476108,85.42912869,20.93892916,pomegranate
24,21,42,6.999014379,87.22815682,20.82210727,pomegranate
13,30,37,6.277148771,91.61793636,20.86474944,pomegranate
40,11,44,6.322396027,86.10874614,24.45840036,pomegranate
21,9,40,5.956401828,90.64498715,24.51147697,pomegranate
3,27,44,6.591302797,92.03009222,24.56811204,pomegranate
40,29,42,7.104094929,89.01574455,24.63228709,pomegranate
14,25,40,6.407872061,90.97819712,20.07386547,pomegranate
38,14,37,6.658402594,94.63612858,21.80523051,pomegranate
34,9,36,6.276038961,86.34233767,22.8122645,pomegranate
32,14,37,6.825256236,88.48567856,22.73031253,pomegranate
18,21,35,6.368560522,94.94330457,23.2801227,pomegranate
8,23,38,7.005410734,87.1775172,19.30106297,pomegranate
15,6,41,6.897368477,88.83768149,19.0087067,pomegranate
0,5,36,6.152906502,90.88612388,24.35193812,pomegranate
22,9,44,5.744361602,88.87651295,24.72235539,pomegranate
14,8,43,7.051654924,94.46485312,21.92513945,pomegranate
31,11,45,6.034612928,86.88738076,24.83954414,pomegranate
39,17,45,6.924490731,90.42177379,18.09691127,pomegranate
10,5,42,6.887005997,91.08706822,20.24104904,pomegranate
8,28,38,6.8444019,94.42971362,23.22594,pomegranate
32,13,42,5.786058032,92.97527546,23.50128217,pomegranate
18,9,40,5.627186257,89.02127045,19.44623085,pomegranate
20,27,41,5.700088663,92.51675903,20.51343484,pomegranate
39,25,36,5.567805185,94.99897537,18.90223032,pomegranate
20,7,45,6.077886012,89.24126808,18.90592319,pomegranate
11,10,45,6.397995609,88.45577158,22.63045168,pomegranate
40,18,43,5.767372539,86.79058496,19.38603815,pomegranate
3,26,39,7.079973241,91.19431555,24.38318965,pomegranate
9,16,36,5.893332378,92.93386903,23.77989026,pomegranate
30,20,38,7.058222596,93.16343942,22.59890174,pomegranate
40,9,41,5.78270695,85.4017118,24.37766782,pomegranate
40,30,35,6.269663963,91.07776977,20.89273273,pomegranate
32,25,35,5.892913826,85.70786282,18.09903225,pomegranate
33,23,45,7.116538883,85.83618191,20.00218987,pomegranate
4,14,41,6.430163481,89.80732335,19.85139326,pomegranate
13,17,45,7.159520979,92.65058936,21.25433607,pomegranate
39,24,39,6.431265737,93.32657504,23.65374106,pomegranate
8,28,37,6.082571701,86.20613842,23.88404783,pomegranate
91,94,46,6.149934034,76.24900101,29.36792366,banana
105,95,50,5.849076099,83.67675197,27.33368994,banana
108,92,53,6.276800323,82.96221306,27.40053601,banana
86,76,54,5.926824754,80.11585705,29.3159075,banana
80,77,49,5.519088423,79.39654531,26.05433004,banana
93,94,53,6.079178788,84.42379269,25.86632408,banana
90,92,55,6.13465588,80.18546798,27.00932084,banana
108,89,53,5.808497604,78.06762846,29.55054817,banana
108,88,55,5.891458107,83.390039,26.28845991,banana
105,77,52,5.816622479,76.16151562,29.16226551,banana
118,88,52,5.843163161,82.68752542,28.65003945,banana
101,87,54,6.376756633,76.50045221,29.07311132,banana
95,75,50,5.623615687,75.26429821,28.08166093,banana
106,85,53,5.91505509,78.8086068,27.1994597,banana
86,95,49,6.458714879,78.04602887,28.05484146,banana
83,79,55,5.565028635,83.34688193,25.14748006,banana
85,95,47,6.211833161,78.3422098,25.94019018,banana
109,79,45,6.490074429,79.68542782,27.66752761,banana
100,76,45,5.590236025,75.94067692,25.56703012,banana
117,86,48,6.225225239,82.54195839,28.6956201,banana
114,94,53,6.190757459,76.8532006,26.33544853,banana
110,78,50,5.915568968,78.89864446,25.93730186,banana
94,70,48,6.195152442,84.88394407,25.13686519,banana
80,71,47,6.156373499,80.79783998,27.50527651,banana
114,79,51,6.313197204,82.34429458,26.21009246,banana
88,78,45,6.324270089,79.19588629,29.10403455,banana
112,73,48,5.707488987,77.32017166,29.2440638,banana
117,76,47,6.119216009,77.38229006,25.56202173,banana
111,87,48,5.571401169,81.36028902,26.3985515,banana
89,83,47,5.63127166,77.79586769,28.09577643,banana
93,91,47,6.101241579,83.31110751,27.84767901,banana
92,81,52,6.438137279,81.4654833,27.39341554,banana
105,74,45,6.098369122,81.38204104,25.14517635,banana
102,71,48,5.695267822,79.28693687,28.65456263,banana
94,91,51,5.618094446,76.67484233,29.16093424,banana
116,71,47,6.435785799,82.0638878,27.57278064,banana
117,79,49,6.176644228,82.36208097,25.40909896,banana
119,72,55,6.220643671,83.33983116,25.99069521,banana
99,73,53,5.871702211,81.06003778,26.29039046,banana
91,84,52,6.390741836,78.71024836,29.14827211,banana
80,90,47,6.21084479,79.35898915,26.59743595,banana
101,70,48,6.012696655,75.03193255,25.36059237,banana
108,89,53,5.908770059,80.18080728,29.12036889,banana
100,80,52,6.049801781,77.25629897,27.53911354,banana
109,91,53,6.010095853,83.51014178,29.66727337,banana
82,78,46,5.738678895,84.97323747,25.05802193,banana
106,70,55,5.74055541,78.52399914,25.86824781,banana
90,86,52,5.793260262,81.95580471,25.85036988,banana
83,95,50,5.50947065,77.79913575,26.51682337,banana
119,90,48,5.986442306,79.59242542,28.66725136,banana
107,72,45,5.790768046,81.54448882,28.14938935,banana
116,81,55,5.915546415,83.6995044,26.42313317,banana
101,75,50,6.242528278,81.40740301,26.59386409,banana
93,81,50,6.036079266,76.57853189,27.71822477,banana
95,75,45,5.829898502,82.95958244,28.98333432,banana
107,71,55,6.088064451,83.96754496,29.42017919,banana
83,94,47,6.469370954,81.10523402,27.39872329,banana
102,73,54,5.720726906,84.41007614,26.4020227,banana
86,79,45,5.80766417,82.69285419,27.81251452,banana
117,86,53,5.703381728,83.55829874,25.19640218,banana
111,79,53,6.165001278,75.77363772,28.31193338,banana
95,74,50,6.002481605,80.47152737,25.90113128,banana
91,75,55,6.212369363,76.11239849,27.48612983,banana
93,83,46,5.765308943,83.50423735,29.38254012,banana
92,85,51,5.740764682,81.08183635,29.22118628,banana
104,80,54,5.879119455,81.33506906,27.09062164,banana
103,72,51,6.099478745,81.81365007,26.12643374,banana
92,75,45,5.674403359,77.95192527,29.01207743,banana
93,85,49,5.694243847,79.28625709,27.96799119,banana
120,87,52,5.905494703,76.05522115,28.0764455,banana
108,72,46,6.110844721,84.97849241,25.16278237,banana
105,88,54,6.020445317,84.51194224,25.78749808,banana
98,79,50,6.435917308,84.47321314,25.34119774,banana
111,88,55,5.505393833,78.34971537,29.44795403,banana
97,74,45,5.677719902,78.51833782,26.47522633,banana
95,82,48,5.719014989,83.31172003,27.39489579,banana
89,91,55,6.275572298,80.261731,25.08347445,banana
89,85,55,6.275384607,76.48541655,26.6719835,banana
118,88,51,6.201911642,79.49221962,25.44926208,banana
101,92,45,5.758054257,80.6430384,28.22776705,banana
99,92,47,6.323933647,77.48247073,28.1279509,banana
82,77,46,5.901100841,82.1888998,28.9470467,banana
90,86,55,5.644486582,84.15403614,27.96236771,banana
95,88,52,6.235461772,78.90085998,28.00316034,banana
104,73,46,6.28236237,80.1190228,29.1400919,banana
102,73,52,6.356090905,83.36307683,27.9122104,banana
100,74,52,5.837258235,81.53977797,25.43480512,banana
94,89,48,5.653437902,84.51602322,28.55980972,banana
99,70,46,5.727469947,82.99556744,26.59580783,banana
112,87,48,6.200111068,77.3970629,27.19711623,banana
117,82,45,5.614471478,79.29122198,25.29391516,banana
96,86,51,6.257369799,76.98740841,29.90888522,banana
113,85,45,6.037430836,76.63713353,27.94972463,banana
105,93,46,5.760457558,78.76260938,25.01018457,banana
85,89,51,6.158164422,84.70189923,29.21144871,banana
108,94,47,6.387431383,84.54625006,27.35911627,banana
92,81,52,5.891413895,76.52808057,28.0106804,banana
110,71,54,5.725418961,82.20793613,28.67208915,banana
82,75,55,6.281069505,78.4873835,27.34585147,banana
117,81,53,5.507641778,78.20585613,29.50704598,banana
2,40,27,5.954626604,47.54885174,29.73770045,mango
39,24,31,4.757114897,53.72979826,33.55695561,mango
21,26,27,5.699586972,47.67525434,27.00315545,mango
25,22,25,5.977413803,45.53556603,33.56150184,mango
0,21,32,6.430139436,54.25964196,35.89855625,mango
20,19,35,6.113935087,50.62161586,34.17719782,mango
19,21,34,5.074272692,53.19212381,30.01592643,mango
18,17,31,5.667507706,45.16127859,31.74592134,mango
11,36,33,5.978634285,52.22780489,35.99009679,mango
30,28,30,5.064613314,52.19331595,31.86641378,mango
18,19,27,4.772385986,52.34605806,27.75518664,mango
23,23,27,5.161148592,51.4271781,34.72413192,mango
37,30,34,6.797779227,53.63549533,27.53907547,mango
11,27,30,6.39474303,48.5622488,27.69637763,mango
12,19,31,5.566704378,52.66319725,27.25373364,mango
3,28,33,5.755049971,48.88704844,30.33723921,mango
37,38,32,5.417340525,45.53106268,31.85744939,mango
26,37,30,6.166173834,49.45962621,35.39986338,mango
14,18,30,5.191265116,52.13797867,29.80747243,mango
40,16,35,4.954739564,54.16482251,34.16438906,mango
4,20,25,5.664587011,47.94053996,28.93270187,mango
36,25,33,5.548584852,53.33018851,27.98392787,mango
30,17,31,6.804437106,54.49960506,31.20478173,mango
28,37,28,6.097869767,50.52559148,32.13409675,mango
38,15,30,5.075504537,48.13974548,28.91862016,mango
12,37,30,4.546466109,47.41196659,31.09779147,mango
38,19,31,5.855119268,49.08864345,34.73823882,mango
8,33,29,6.442393461,49.48613279,29.98080499,mango
15,27,28,4.507523551,46.12866113,33.80398664,mango
34,16,25,6.10729559,50.96040505,30.07202564,mango
11,36,31,6.47544932,51.77965917,27.92063282,mango
33,29,34,6.832979509,49.21729127,31.40948821,mango
12,31,26,5.395275719,51.94190321,35.7877738,mango
12,34,28,6.13526938,45.02236377,33.36140093,mango
5,16,31,4.555688532,48.69677802,35.96054636,mango
1,30,29,6.434197756,51.39586505,28.33333307,mango
16,35,31,5.316875978,50.19368841,32.27652024,mango
35,18,26,5.279388967,50.84881347,31.99490489,mango
4,40,26,6.720041791,48.56916221,27.58258929,mango
9,29,34,5.72742254,45.88744691,29.38471637,mango
2,38,33,4.691396195,53.2328243,32.38697531,mango
26,32,32,6.810186079,49.92963856,30.91471455,mango
34,38,31,6.454045329,45.58110023,35.37775595,mango
5,32,33,5.842763773,52.5896771,32.32362177,mango
31,29,26,5.024124684,47.40519056,28.22373428,mango
34,34,35,6.422710539,47.16808054,27.27433181,mango
36,19,32,4.94295037,50.70880979,27.10710832,mango
7,17,26,6.414526606,48.75613373,34.89226666,mango
38,15,27,6.777788126,48.50387598,33.7462686,mango
5,19,25,6.441328044,54.43945147,27.3511056,mango
37,36,26,4.650536197,52.61323969,32.89300162,mango
21,31,32,5.254532213,51.42664176,35.38598705,mango
37,36,27,5.910634533,47.90859131,27.5529736,mango
23,23,30,4.755273631,47.45553843,32.82141065,mango
36,26,26,6.814630246,51.0845903,30.17294105,mango
24,33,35,5.342866119,54.82257868,29.26382931,mango
26,18,30,6.336234624,51.08494181,32.06097197,mango
22,17,26,4.754435025,47.71875722,28.69818144,mango
11,34,32,6.831706773,49.40983294,29.14305008,mango
29,35,28,6.967417766,53.53903102,28.3471611,mango
22,28,26,4.947683034,45.41692012,27.67256197,mango
23,24,32,5.630619901,46.16888595,28.1218093,mango
1,35,34,6.27339822,46.69536813,30.79375683,mango
2,24,34,6.472774648,54.80750249,28.89409382,mango
39,37,25,6.953246506,45.61143594,33.33024826,mango
15,36,27,5.643710216,53.96886679,27.78912455,mango
3,18,31,6.392313973,48.20662669,31.65333432,mango
8,38,32,4.981816523,46.73723302,29.75150773,mango
33,31,34,5.421265283,50.22287593,31.32995611,mango
14,29,32,6.942520105,48.97047762,35.63627319,mango
18,20,26,5.435840509,51.98594645,31.66524687,mango
9,21,32,5.870116071,53.56092806,32.26935342,mango
20,30,27,4.74910393,51.59445462,27.81005614,mango
9,38,25,5.497946899,50.34035336,34.58561471,mango
26,24,34,6.811291098,52.23810152,31.27180992,mango
31,36,29,6.460542749,52.72170281,33.93679864,mango
14,18,35,4.791146778,47.02058367,31.09154239,mango
40,16,35,6.4841522,49.02450149,31.89356292,mango
28,27,34,6.526654345,50.69693751,32.45465292,mango
0,17,30,6.279133738,47.97230503,35.47478322,mango
1,29,29,6.052026047,49.30347234,27.32961444,mango
2,36,31,5.73171945,49.95955487,30.90225239,mango
12,27,26,5.32307197,45.5661059,29.09382275,mango
7,28,35,4.66910839,46.78393776,30.02086169,mango
0,36,26,5.101206389,51.25786185,34.13072188,mango
26,35,31,5.339556562,53.05980465,33.44619894,mango
27,21,30,5.061081874,52.48823147,35.3915464,mango
22,38,31,5.821106036,53.06009323,31.53356352,mango
22,18,31,5.956027059,47.93791463,30.7645515,mango
28,23,28,5.676032581,50.0983181,30.01821337,mango
7,31,27,6.524114355,47.59319575,31.32863689,mango
29,34,26,6.273953676,54.39416048,33.88004781,mango
8,37,33,6.128167757,54.9640534,28.07802689,mango
39,16,27,4.934964765,52.94641947,35.53845018,mango
40,24,25,5.445008416,50.44030129,28.70595247,mango
19,38,26,4.525722333,48.77926304,31.48451729,mango
21,21,30,5.403908328,51.41593238,27.69819273,mango
22,18,33,6.621623545,52.48100602,30.41235793,mango
31,20,30,6.207495815,54.01352682,32.17752026,mango
18,26,31,5.418475257,47.74916499,32.6112614,mango
24,130,195,6.112305667,81.54156612,29.99677232,grapes
13,144,204,6.092241627,82.42614055,30.7280404,grapes
22,123,205,5.896343436,83.88504863,32.44577836,grapes
36,125,196,6.15526103,80.65968681,37.46566825,grapes
24,131,196,5.732453638,83.74372787,22.03296178,grapes
2,123,198,6.253034534,82.21079946,39.64851881,grapes
35,140,197,6.106190557,82.75241875,16.77557314,grapes
11,122,195,5.647202395,83.56812483,12.14190714,grapes
6,123,203,6.130310493,81.62497448,12.7567962,grapes
17,134,204,6.499604931,80.18393287,39.04071989,grapes
25,130,197,5.554831977,82.68593454,39.70772192,grapes
27,145,205,5.800242694,82.29335466,9.467960445,grapes
9,122,201,5.570290539,80.91934392,29.58748357,grapes
16,139,203,6.27564088,80.96093443,17.82803682,grapes
32,141,204,5.536645599,82.89753705,8.825674745,grapes
22,138,195,6.208196881,83.51444973,27.83487131,grapes
31,144,202,5.870600622,80.55557235,11.02105378,grapes
3,136,205,6.334771461,80.84806564,17.5862944,grapes
28,122,197,5.856575335,82.73366439,19.89363946,grapes
4,136,204,5.898944282,81.77713468,29.93707596,grapes
39,145,201,5.775600435,80.58931938,36.73126647,grapes
38,132,197,5.931101816,81.54185044,20.42094753,grapes
36,133,198,6.2286454,83.98351748,25.51939719,grapes
25,121,201,5.594240603,82.71775569,30.50734778,grapes
15,125,199,5.569230319,80.55625868,18.4269936,grapes
24,140,205,5.93202852,83.59398734,12.087022,grapes
13,132,203,6.423216506,82.48336987,23.60115364,grapes
5,126,197,6.417500829,81.20876367,12.80000387,grapes
30,120,200,6.234904253,82.24729637,38.06099482,grapes
23,142,197,6.000573725,82.03812973,39.06555518,grapes
26,135,203,5.685102769,81.16314317,33.78372897,grapes
7,126,203,5.662140095,82.00335557,16.76201707,grapes
32,139,198,6.358186848,82.66850729,35.89307536,grapes
9,141,202,6.119495295,81.17931863,21.01245395,grapes
20,142,196,6.207600783,80.01639435,10.89875873,grapes
32,129,201,6.48754639,83.00471609,16.36251869,grapes
3,134,199,5.81717753,81.32235739,20.28370163,grapes
38,138,204,6.325480034,83.25447587,25.11108456,grapes
14,131,198,5.562790949,83.86742974,33.4641162,grapes
20,122,204,6.487369687,80.86325389,11.7976469,grapes
40,126,201,6.116982944,80.03100049,11.36300891,grapes
36,128,204,5.695792761,80.68700527,25.23542319,grapes
11,132,197,5.734317007,81.23966573,15.99050693,grapes
0,137,195,6.329499832,80.18612085,22.4359017,grapes
19,123,200,6.167013532,81.03544763,34.76086052,grapes
31,136,197,5.653776058,83.34010951,31.11047251,grapes
4,134,200,5.840256272,80.95628959,28.57828803,grapes
39,139,201,5.539980812,81.01783402,41.18664903,grapes
8,127,196,5.833302165,83.17093908,27.02766138,grapes
39,138,203,6.399433771,82.33098331,21.19339319,grapes
32,120,204,6.138958698,83.44518113,10.38004759,grapes
12,142,203,5.972850838,82.56407013,31.3115978,grapes
8,133,195,6.456079585,80.97598029,20.46657776,grapes
8,139,199,6.336426667,81.53996362,29.36947679,grapes
21,134,202,6.425419926,80.02130636,10.72302459,grapes
40,140,195,6.294395676,80.49979873,14.97846952,grapes
39,127,202,6.477768039,81.67215994,15.3246651,grapes
19,120,195,5.931538447,81.12109244,18.73932187,grapes
21,139,201,5.980598579,83.36094029,19.3642553,grapes
17,136,195,6.389783283,81.61051026,41.20733624,grapes
33,139,203,5.693287415,82.51034633,33.34214482,grapes
22,133,201,6.00299607,80.12211649,23.81995682,grapes
32,130,196,6.372959542,81.24995984,40.66012294,grapes
37,135,205,5.510924849,80.2827185,11.82768186,grapes
15,140,195,5.69945282,83.54193816,13.28504331,grapes
39,132,196,5.778594403,83.32560104,35.83089092,grapes
40,121,199,6.315586313,81.03886263,26.18159716,grapes
40,132,202,5.971813006,80.70695797,24.57558351,grapes
29,142,203,5.891195653,83.71498986,29.67229086,grapes
32,121,199,6.129812716,81.25353895,39.37102553,grapes
6,140,205,6.313085601,82.92903419,17.66558428,grapes
8,120,196,6.053662544,82.66396666,24.06679352,grapes
34,133,202,5.804799142,80.09711412,15.31413469,grapes
35,135,199,6.400719746,80.54942557,21.77466746,grapes
16,145,199,5.953966361,80.76838926,26.91624843,grapes
8,136,201,5.609255992,82.22118237,41.65602996,grapes
25,129,195,5.777271492,81.17712085,17.98667801,grapes
16,130,201,5.682395429,82.79092939,29.12033769,grapes
39,129,203,5.863996687,83.18392806,34.38922481,grapes
38,135,203,6.444373116,82.79782954,41.36106301,grapes
33,120,205,5.550832178,82.26890793,35.12158265,grapes
35,125,204,6.107741788,80.15215777,19.6491772,grapes
1,132,200,5.620745638,82.94270065,16.27852801,grapes
39,140,203,6.349875906,80.63399198,21.11903604,grapes
28,145,202,6.484323189,82.9042841,19.2077707,grapes
6,128,200,5.838748311,82.57813624,25.96308415,grapes
6,139,199,6.29099842,81.6212135,25.67385024,grapes
29,122,196,5.638328481,81.15595212,41.94865736,grapes
37,144,197,6.415555956,80.8084305,11.18994268,grapes
38,120,197,6.323722572,82.94703302,17.5438296,grapes
38,141,198,5.757009965,80.28297993,13.05809741,grapes
14,121,203,6.158689406,83.74765639,9.724457611,grapes
6,125,204,5.733539807,82.93262435,27.92004934,grapes
32,138,197,5.908724337,80.73112694,9.535585543,grapes
11,124,204,6.361141107,80.06633966,13.42988625,grapes
23,138,200,5.96537863,80.22631717,9.851242629,grapes
40,143,201,6.476757723,82.72828653,24.97256132,grapes
6,142,202,6.224542938,82.94573346,27.23708304,grapes
37,124,195,6.209928251,83.4795292,18.70679077,grapes
35,134,204,5.841138354,82.55138983,9.949929082,grapes
119,25,51,6.283818329,80.92254421,26.47330219,watermelon
119,19,55,6.818261383,83.44621709,25.18780042,watermelon
105,30,50,6.37620108,81.77527562,25.29954705,watermelon
114,8,50,6.581587932,88.30866319,24.74631269,watermelon
93,22,52,6.932739726,81.32563243,26.58740671,watermelon
80,26,55,6.140099215,88.989272,24.53442564,watermelon
85,27,45,6.467095849,88.7285657,26.0713757,watermelon
85,22,53,6.849471704,89.77076659,25.96534238,watermelon
82,22,45,6.512196212,85.34866045,26.22338015,watermelon
118,13,54,6.039584629,89.81574032,24.41311871,watermelon
83,25,53,6.057697106,80.04678201,26.49195283,watermelon
86,15,47,6.423898762,84.18406764,24.04355803,watermelon
101,10,47,6.936997681,83.31883376,25.5421695,watermelon
119,9,50,6.251286661,83.9195902,26.74550678,watermelon
104,17,46,6.190015912,80.22972777,25.7131428,watermelon
95,12,51,6.681606702,84.1726996,25.76484262,watermelon
102,14,52,6.51075991,89.64815231,26.79489868,watermelon
109,21,55,6.770278088,89.73524177,24.9004602,watermelon
81,18,50,6.429788073,88.22874955,26.80750629,watermelon
103,17,51,6.209888345,80.02621335,25.11189154,watermelon
105,14,50,6.419052193,87.6883982,26.2148837,watermelon
97,8,52,6.237861736,86.97190046,24.9103226,watermelon
120,19,49,6.762471629,84.26830701,25.79448878,watermelon
95,16,55,6.612847999,87.55055105,25.26931156,watermelon
83,29,52,6.704688865,87.5931128,25.76402693,watermelon
83,9,45,6.049609892,89.13163965,25.85483596,watermelon
91,21,50,6.762030215,81.44030363,24.33528185,watermelon
116,5,54,6.65398725,80.99313508,25.37601283,watermelon
112,28,54,6.738030547,85.05318563,24.86094646,watermelon
88,29,51,6.095689937,88.94568335,24.71885473,watermelon
118,15,45,6.538006356,84.20576992,24.21495706,watermelon
92,21,48,6.377427122,82.043255,25.81692236,watermelon
106,14,45,6.417011754,84.16390229,24.47018505,watermelon
99,5,47,6.649086972,84.84494575,24.13078816,watermelon
98,8,51,6.25933595,86.52258079,26.1793464,watermelon
108,22,46,6.121168559,86.7295205,26.17668721,watermelon
119,7,55,6.031424482,84.6378378,26.03867719,watermelon
117,27,48,6.835268184,82.39053979,26.53259325,watermelon
109,10,53,6.551750306,87.8274604,26.81938687,watermelon
80,16,46,6.940236218,81.40297428,25.50405534,watermelon
100,18,52,6.87606733,80.38266489,26.20234499,watermelon
91,7,53,6.457216535,89.28272716,25.13735887,watermelon
86,6,53,6.921847888,83.47202566,25.92030221,watermelon
107,5,52,6.881425746,89.98405233,26.6634609,watermelon
103,16,49,6.915717008,81.64075303,24.06731461,watermelon
101,20,48,6.206247494,82.75411437,24.6774157,watermelon
85,25,47,6.29542477,87.64081095,26.11440416,watermelon
84,7,51,6.399669044,87.65694462,26.81530456,watermelon
102,28,54,6.862157042,80.27525115,25.15623099,watermelon
98,25,52,6.224066378,83.15393658,25.2801372,watermelon
97,25,50,6.093814669,80.90127035,26.22005978,watermelon
90,16,45,6.291540278,80.61750795,24.92093261,watermelon
95,12,46,6.32281728,81.01009354,26.21667586,watermelon
82,23,49,6.873283991,87.21986949,26.81383586,watermelon
82,25,51,6.074209622,87.47409052,24.31334971,watermelon
110,28,46,6.49889585,88.04541346,24.29105004,watermelon
118,21,51,6.678805092,86.33904774,24.42998931,watermelon
120,20,45,6.114128685,88.6984228,25.66576039,watermelon
91,7,52,6.405054243,83.46230461,25.07803672,watermelon
81,6,55,6.110142735,85.87059083,24.88910524,watermelon
101,13,54,6.828982708,82.91481799,25.42900869,watermelon
101,17,55,6.451499764,87.1269128,24.37118217,watermelon
111,6,53,6.313512999,88.59143088,26.4930645,watermelon
107,10,49,6.755192025,89.00481725,25.83202912,watermelon
115,11,46,6.623167177,89.39655519,24.41592661,watermelon
84,25,52,6.12532356,81.2514818,24.37190239,watermelon
120,7,47,6.653867608,83.03687902,24.24782473,watermelon
91,12,46,6.343942518,85.49938185,24.64458469,watermelon
89,22,52,6.217300786,86.10782926,24.89681131,watermelon
113,19,46,6.286387658,81.12122989,25.41864024,watermelon
97,22,50,6.7698938,86.14585891,26.26028739,watermelon
117,30,50,6.744966312,87.20772913,24.90123934,watermelon
90,14,52,6.391858432,89.20454622,24.84740848,watermelon
104,23,47,6.770434148,86.70068316,26.98212846,watermelon
81,16,45,6.727468157,86.25426228,26.90435747,watermelon
88,5,47,6.662244646,86.67468041,25.86475496,watermelon
92,7,45,6.944640222,81.14149505,26.70607759,watermelon
81,18,50,6.507110986,80.91934337,26.44019475,watermelon
111,5,55,6.520663422,84.42478917,26.283443,watermelon
108,23,51,6.106500787,83.85039964,26.84366082,watermelon
113,30,50,6.277484043,83.9862443,26.03967219,watermelon
83,10,53,6.195142279,85.00802358,24.92994759,watermelon
101,11,51,6.792035575,84.24340241,25.50736962,watermelon
114,21,55,6.472756256,87.9392312,25.4438391,watermelon
99,6,45,6.000975617,86.5507939,26.12588914,watermelon
92,20,55,6.587791262,87.5267616,25.10474753,watermelon
92,7,48,6.956508826,86.63249555,26.27520631,watermelon
91,24,55,6.259086583,83.09194521,26.27061608,watermelon
110,21,54,6.747537642,87.82430156,26.73690828,watermelon
112,25,51,6.932537231,85.5667282,25.04746944,watermelon
89,25,54,6.353107393,85.56967628,24.69368934,watermelon
100,10,53,6.211748957,84.60808277,24.54356968,watermelon
83,22,54,6.277245254,81.96664832,25.89762315,watermelon
95,14,50,6.560443519,84.31756844,26.6333118,watermelon
119,30,49,6.903020221,80.45846265,25.35794749,watermelon
97,12,47,6.765094964,89.63667876,25.28784623,watermelon
110,7,45,6.189213927,84.69546874,26.63838589,watermelon
96,18,50,6.904241707,84.30533791,25.3310446,watermelon
83,23,55,6.463271076,83.89241484,26.89750174,watermelon
120,24,47,6.260838965,89.4138489,26.98603693,watermelon
115,17,55,6.776533055,94.11878202,27.57826922,muskmelon
114,27,48,6.528404378,93.03555162,27.82054812,muskmelon
101,25,52,6.750145572,94.22237826,29.09910406,muskmelon
118,18,52,6.562832807,90.83130708,28.04943594,muskmelon
95,26,45,6.117530021,94.55695552,29.91690582,muskmelon
81,25,49,6.076459669,93.25103208,29.86895762,muskmelon
117,24,53,6.293486295,92.21405224,29.17220859,muskmelon
114,30,51,6.069171847,90.06998135,29.24908541,muskmelon
113,6,52,6.740983646,90.35567642,27.76317235,muskmelon
108,26,52,6.201797639,94.26765349,28.82629037,muskmelon
81,30,48,6.041027474,92.09688432,28.52379742,muskmelon
115,9,52,6.019372459,90.97685539,29.06785065,muskmelon
83,7,45,6.704104127,90.73891887,29.08417927,muskmelon
84,21,55,6.494251024,94.79453182,28.47090661,muskmelon
109,26,45,6.224535449,90.38971208,28.27973674,muskmelon
95,27,55,6.160414414,91.21322065,28.47212559,muskmelon
119,5,55,6.168757984,94.30111601,29.68846716,muskmelon
110,14,51,6.085444691,91.66737633,27.02415146,muskmelon
82,18,48,6.159050816,94.16748386,29.09588297,muskmelon
87,14,48,6.606033244,92.58862544,29.69238699,muskmelon
85,9,53,6.447662945,92.86798698,28.20619412,muskmelon
100,6,53,6.105909623,93.92217834,29.05248036,muskmelon
107,12,46,6.559763394,93.61870344,29.57240298,muskmelon
91,13,47,6.14410903,92.43510994,29.10968327,muskmelon
102,25,50,6.099662369,92.91440379,28.20480805,muskmelon
117,25,53,6.413927319,92.12543021,29.11858526,muskmelon
85,21,52,6.075144116,90.10051615,29.62800691,muskmelon
104,25,55,6.123802502,90.36881284,29.81196601,muskmelon
102,24,54,6.698468621,90.93897939,27.72338349,muskmelon
116,25,50,6.088885814,92.92367701,29.26092798,muskmelon
100,17,48,6.367800632,94.29753295,29.72791119,muskmelon
110,25,54,6.425930938,90.78413842,28.91105641,muskmelon
104,25,51,6.469983276,93.88482153,28.96361426,muskmelon
107,11,54,6.094016338,91.33617236,28.59052369,muskmelon
98,26,52,6.150090899,90.69759008,27.33897716,muskmelon
88,17,52,6.646962425,90.75284363,29.90415889,muskmelon
87,25,46,6.379690748,90.02696201,27.42711692,muskmelon
120,8,46,6.732834334,90.70937262,29.55657523,muskmelon
95,13,46,6.126019932,93.76312893,29.84070774,muskmelon
108,22,47,6.161123579,91.72742702,28.53545677,muskmelon
82,13,52,6.442810053,94.86907886,27.11535046,muskmelon
120,23,55,6.732049075,91.60666594,27.84492803,muskmelon
110,22,47,6.243673725,91.82172592,29.03157242,muskmelon
95,23,45,6.266208727,90.56698742,27.82424457,muskmelon
106,10,49,6.350623739,92.00687531,27.72653142,muskmelon
99,12,52,6.002927293,94.30759855,28.69708334,muskmelon
106,20,51,6.342573112,90.97015715,29.73019662,muskmelon
83,11,53,6.163921248,92.91778307,29.54097171,muskmelon
117,19,55,6.121745389,91.78336933,28.80311922,muskmelon
98,26,49,6.130160473,90.53330091,27.29035669,muskmelon
113,20,48,6.440584681,94.87679041,27.46583649,muskmelon
